location,iso_code,date,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,daily_vaccinations_raw,daily_vaccinations,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,total_boosters_per_hundred,daily_vaccinations_per_million,daily_people_vaccinated,daily_people_vaccinated_per_hundred
Malaysia,MYS,9/6/2023,72626850,28135561,27548859,17160680,199,270,214,82.9,81.17,50.56,8,27,0
Malaysia,MYS,10/6/2023,72626991,,27548883,17160777,141,181,214,,81.17,50.56,5,25,0
Malaysia,MYS,11/6/2023,72627105,28135594,27548900,17160861,114,173,214,82.9,81.17,50.57,5,18,0
Malaysia,MYS,12/6/2023,72627264,28135608,27548907,17160999,159,190,214,82.9,81.17,50.57,6,20,0
Malaysia,MYS,13/6/2023,72627485,28135663,27548913,17161159,221,197,214,82.9,81.17,50.57,6,26,0
Malaysia,MYS,14/6/2023,72627704,28135715,27548924,17161315,219,185,214,82.9,81.17,50.57,5,31,0
Malaysia,MYS,15/6/2023,72627879,28135726,27548949,17161454,175,175,214,82.9,81.17,50.57,5,28,0
Malaysia,MYS,16/6/2023,72628153,28135765,27548985,17161653,274,186,214,82.9,81.17,50.57,5,29,0
Malaysia,MYS,17/6/2023,72628296,28135799,27549013,17161734,143,186,214,82.9,81.17,50.57,5,32,0
Malaysia,MYS,18/6/2023,72628403,28135814,27549035,17161804,107,185,214,82.9,81.17,50.57,5,31,0
Malaysia,MYS,19/6/2023,72628578,28135859,27549046,17161923,175,188,214,82.9,81.17,50.57,6,36,0
Malaysia,MYS,20/6/2023,72628776,28135890,27549064,17162072,198,184,214,82.9,81.17,50.57,5,32,0
Malaysia,MYS,21/6/2023,72628926,28135899,27549078,17162199,150,175,214,82.9,81.17,50.57,5,26,0
Malaysia,MYS,22/6/2023,72629104,28135908,27549095,17162351,178,175,214,82.9,81.17,50.57,5,26,0
Malaysia,MYS,23/6/2023,72629422,28135984,27549149,17162539,318,181,214,82.9,81.17,50.57,5,31,0
Malaysia,MYS,24/6/2023,72629559,,27549179,17162626,137,180,214.01,,81.17,50.57,5,29,0
Malaysia,MYS,25/6/2023,72629686,,27549209,17162707,127,183,214.01,,81.17,50.57,5,28,0
Malaysia,MYS,26/6/2023,72629804,,27549221,17162803,118,175,214.01,,81.17,50.57,5,24,0
Malaysia,MYS,27/6/2023,72629993,,27549238,17162966,189,174,214.01,,81.17,50.57,5,22,0
Malaysia,MYS,28/6/2023,72630145,28136057,27549257,17163081,152,174,214.01,82.9,81.17,50.57,5,23,0
Malaysia,MYS,29/6/2023,72630155,28136057,27549258,17163090,10,150,214.01,82.9,81.17,50.57,4,21,0
Malaysia,MYS,30/6/2023,72630371,,27549317,17163230,216,136,214.01,,81.17,50.57,4,13,0
Malaysia,MYS,1/7/2023,72630428,,27549324,17163274,57,124,214.01,,81.17,50.57,4,14,0
Malaysia,MYS,2/7/2023,72630533,,27549328,17163374,105,121,214.01,,81.17,50.57,4,15,0
Malaysia,MYS,3/7/2023,72630795,,27549351,17163608,262,142,214.01,,81.18,50.57,4,15,0
Malaysia,MYS,4/7/2023,,,,,,144,,,,,4,16,0
Malaysia,MYS,5/7/2023,,,,,,151,,,,,4,17,0
Malaysia,MYS,6/7/2023,,,,,,179,,,,,5,19,0
Malaysia,MYS,7/7/2023,,,,,,178,,,,,5,19,0
Malaysia,MYS,8/7/2023,72631819,,27549449,17164465,,199,214.01,,81.18,50.58,6,19,0
Malaysia,MYS,9/7/2023,72631901,,27549453,17164541,82,195,214.01,,81.18,50.58,6,19,0
Malaysia,MYS,10/7/2023,72632041,,27549467,17164656,140,178,214.01,,81.18,50.58,5,19,0
Malaysia,MYS,11/7/2023,72632180,,27549478,17164772,139,169,214.01,,81.18,50.58,5,19,0
Malaysia,MYS,12/7/2023,72632367,,27549486,17164941,187,166,214.01,,81.18,50.58,5,19,0
Malaysia,MYS,13/7/2023,72632454,,27549496,17165014,87,149,214.01,,81.18,50.58,4,19,0
Malaysia,MYS,14/7/2023,72632543,,27549503,17165095,89,133,214.01,,81.18,50.58,4,19,0
Malaysia,MYS,15/7/2023,72632568,,27549509,17165108,25,107,214.01,,81.18,50.58,3,19,0
Malaysia,MYS,16/7/2023,72632593,,27549511,17165130,25,99,214.01,,81.18,50.58,3,19,0
Malaysia,MYS,17/7/2023,72632849,28136407,27549517,17165175,256,115,214.01,82.9,81.18,50.58,3,19,0
Malaysia,MYS,18/7/2023,72632934,28136413,27549524,17165247,85,108,214.02,82.9,81.18,50.58,3,18,0
Malaysia,MYS,19/7/2023,72632968,28136417,27549527,17165274,34,86,214.02,82.9,81.18,50.58,3,15,0
Malaysia,MYS,20/7/2023,72633059,28136428,27549534,17165347,91,86,214.02,82.9,81.18,50.58,3,14,0
Malaysia,MYS,21/7/2023,72633175,28136433,27549538,17165454,116,90,214.02,82.9,81.18,50.58,3,12,0
Malaysia,MYS,22/7/2023,72633198,28136435,27549540,17165473,23,90,214.02,82.9,81.18,50.58,3,10,0
Malaysia,MYS,23/7/2023,72633238,28136435,27549544,17165509,40,92,214.02,82.9,81.18,50.58,3,7,0
Malaysia,MYS,24/7/2023,72633331,28136438,27549547,17165596,93,69,214.02,82.9,81.18,50.58,2,4,0
Malaysia,MYS,25/7/2023,72633419,28136440,27549552,17165677,88,69,214.02,82.9,81.18,50.58,2,4,0
Malaysia,MYS,26/7/2023,72633565,28136464,27549565,17165786,146,85,214.02,82.9,81.18,50.58,3,7,0
Malaysia,MYS,27/7/2023,72633675,28136465,27549577,17165883,110,88,214.02,82.9,81.18,50.58,3,5,0
Malaysia,MYS,28/7/2023,72633871,28136475,27549599,17166047,196,99,214.02,82.9,81.18,50.58,3,6,0
Malaysia,MYS,29/7/2023,72633914,28136475,27549609,17166080,43,102,214.02,82.9,81.18,50.58,3,6,0
Malaysia,MYS,30/7/2023,72633988,28136480,27549612,17166146,74,107,214.02,82.91,81.18,50.58,3,6,0
Malaysia,MYS,31/7/2023,72634081,28136483,27549615,17166233,93,107,214.02,82.91,81.18,50.58,3,6,0
Malaysia,MYS,1/8/2023,72634136,28136489,27549619,17166278,55,102,214.02,82.91,81.18,50.58,3,7,0
Malaysia,MYS,2/8/2023,72634194,28136492,27549626,17166326,58,90,214.02,82.91,81.18,50.58,3,4,0
Malaysia,MYS,3/8/2023,72634260,28136494,27549627,17166389,66,84,214.02,82.91,81.18,50.58,2,4,0
Malaysia,MYS,4/8/2023,72634358,28136501,27549634,17166473,98,70,214.02,82.91,81.18,50.58,2,4,0
Malaysia,MYS,5/8/2023,72634390,28136502,27549636,17166502,32,68,214.02,82.91,81.18,50.58,2,4,0
Malaysia,MYS,6/8/2023,72634411,28136505,27549637,17166519,21,60,214.02,82.91,81.18,50.58,2,4,0
Malaysia,MYS,7/8/2023,72634496,28136508,27549646,17166592,85,59,214.02,82.91,81.18,50.58,2,4,0
Malaysia,MYS,8/8/2023,72634575,28136510,27549652,17166663,79,63,214.02,82.91,81.18,50.58,2,3,0
Malaysia,MYS,9/8/2023,72634669,28136514,27549657,17166748,94,68,214.02,82.91,81.18,50.58,2,3,0
Malaysia,MYS,10/8/2023,72634777,28136523,27549659,17166845,108,74,214.02,82.91,81.18,50.58,2,4,0
Malaysia,MYS,11/8/2023,72634933,28136537,27549678,17166968,156,82,214.02,82.91,81.18,50.58,2,5,0
Malaysia,MYS,12/8/2023,72634970,28136546,27549683,17166991,37,83,214.02,82.91,81.18,50.58,2,6,0
Malaysia,MYS,13/8/2023,72635029,28136549,27549686,17167044,59,88,214.02,82.91,81.18,50.58,3,6,0
Malaysia,MYS,14/8/2023,72635087,28136550,27549686,17167101,58,84,214.02,82.91,81.18,50.58,2,6,0
Malaysia,MYS,15/8/2023,72635163,28136550,27549689,17167174,76,84,214.02,82.91,81.18,50.58,2,6,0
Malaysia,MYS,16/8/2023,72635263,28136557,27549692,17167264,100,85,214.02,82.91,81.18,50.58,3,6,0
Malaysia,MYS,17/8/2023,72635399,28136570,27549701,17167378,136,89,214.02,82.91,81.18,50.58,3,7,0
Malaysia,MYS,18/8/2023,72635558,28136583,27549722,17167503,159,89,214.02,82.91,81.18,50.58,3,7,0
Malaysia,MYS,19/8/2023,72635605,28136590,27549729,17167536,47,91,214.02,82.91,81.18,50.58,3,6,0
